OTUId	R44_1193R_F67_799F	R45_1193R_F61_799F	R44_1193R_F71_799F	R44_1193R_F69_799F	R44_1193R_F63_799F	R44_1193R_F65_799F	R45_1193R_F63_799F	R45_1193R_F65_799F	R45_1193R_F67_799F	R43_1193R_F65_799F	R43_1193R_F63_799F	R43_1193R_F67_799F	R43_1193R_F69_799F	R43_1193R_F61_799F	R43_1193R_F71_799F	R44_1193R_F61_799F	R46_1193R_F63_799F	R46_1193R_F61_799F	R46_1193R_F65_799F	R45_1193R_F71_799F	R46_1193R_F67_799F	R45_1193R_F69_799F	R4_1193R_F20_799F	R4_1193R_F19_799F	R4_1193R_F21_799F	R4_1193R_F18_799F	R3_1193R_F35_799F	R3_1193R_F34_799F	R3_1193R_F33_799F	R3_1193R_F36_799F	R3_1193R_F37_799F	R3_1193R_F31_799F	R3_1193R_F32_799F	R3_1193R_F30_799F	R4_1193R_F17_799F	R3_1193R_F38_799F	R4_1193R_F27_799F	R4_1193R_F28_799F	R4_1193R_F29_799F	R4_1193R_F25_799F	R4_1193R_F26_799F	R4_1193R_F30_799F	R4_1193R_F31_799F	R4_1193R_F22_799F	R4_1193R_F23_799F	R4_1193R_F24_799F	R3_1193R_F21_799F	R3_1193R_F22_799F	R3_1193R_F19_799F	R3_1193R_F18_799F	R3_1193R_F17_799F	R3_1193R_F20_799F	R3_1193R_F27_799F	R3_1193R_F26_799F	R3_1193R_F28_799F	R3_1193R_F25_799F	R3_1193R_F29_799F	R3_1193R_F23_799F	R3_1193R_F24_799F	R41_1193R_F71_799F	R41_1193R_F69_799F	R42_1193R_F61_799F	R41_1193R_F67_799F	R41_1193R_F65_799F	R42_1193R_F71_799F	R42_1193R_F69_799F	R42_1193R_F67_799F	R42_1193R_F63_799F	R42_1193R_F65_799F	R40_1193R_F65_799F	R40_1193R_F63_799F	R40_1193R_F67_799F	R4_1193R_F34_799F	R4_1193R_F33_799F	R4_1193R_F35_799F	R4_1193R_F32_799F	R4_1193R_F36_799F	R40_1193R_F61_799F	R4_1193R_F37_799F	R4_1193R_F38_799F	R41_1193R_F61_799F	R41_1193R_F63_799F	R40_1193R_F71_799F	R40_1193R_F69_799F
OTU61	558	77	143	2	20	14	478	20	410	10	24	319	16	81	54	10	115	18	48	872	1115	19	16	53	7	1	17	2	13	0	4	2	4	17	16	2	8	3	2	3	24	17	45	8	6	28	39	85	6	3	10	38	7	4	7	7	12	468	28	49	271	37	59	605	27	8	47	23	88	433	146	195	1	0	4	31	8	356	2	3	81	387	166	12
OTU816	18	27	1	1	1	10	11	1	8	2	18	9	6	18	17	0	0	1	73	38	25	20	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	7	0	4	0	9	1	0	8	1	0	0	17	2	4	18	0	7	0	0	0	0	0	1	0	0	9	5	1	0
OTU168	129	479	82	24	75	349	170	588	658	280	209	136	214	200	169	535	163	1428	788	394	546	140	302	386	2668	155	125	523	612	522	13	176	385	808	151	766	452	268	863	718	233	613	608	624	1863	193	1649	1735	291	64	195	403	137	732	113	206	110	661	251	165	164	93	76	403	105	8	75	36	89	407	63	69	100	70	51	208	51	603	11	67	64	90	228	59
OTU287	63	4	14	0	16	25	25	14	205	4	31	42	21	61	21	43	50	7	16	127	109	17	2	1	1	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	3	0	2	18	10	0	0	2	7	0	0	8	0	0	0	2	1	9	1	179	21	112	21	29	4	1	35	14	121	16	57	51	0	1	7	0	0	19	0	0	16	23	35	2
OTU11	1310	115	3014	32	98	39	2038	102	4064	266	1557	2207	5592	581	137	20	1667	107	293	2821	2002	161	3	33	3	43	5	5	6	32	0	1	7	0	1	55	1	18	3	25	11	3	15	47	13	7	5	3	31	6	1	31	0	9	1	3	3	12	8	7480	4198	1829	2851	2884	7112	66	2868	1345	739	932	2329	2182	16	10	1	7	0	1292	1	3	485	528	2699	1499
OTU42	744	194	43	12	50	81	307	101	256	63	240	217	192	447	182	84	93	50	283	795	541	207	139	338	84	33	74	16	40	15	7	32	21	81	20	40	47	37	43	25	133	70	118	312	99	97	197	416	220	11	10	519	22	33	57	40	65	977	177	414	128	54	90	107	70	6	241	63	163	540	137	315	7	4	19	206	5	292	16	7	135	479	251	41
OTU251	339	96	37	1	8	135	179	10	96	23	374	31	955	265	231	10	19	5	124	625	439	841	3	8	10	4	1	0	0	4	5	1	5	3	0	31	1	3	4	6	5	2	0	4	0	1	9	13	3	7	7	6	2	2	6	10	13	4	1	443	1009	25	127	46	82	3	393	21	266	111	6	140	4	0	4	5	11	38	10	17	77	221	54	21
OTU244	201	119	153	7	193	180	1158	66	627	78	711	127	265	241	91	105	887	24	245	1247	1291	292	16	32	571	99	9	14	2	12	44	14	40	13	22	225	11	105	118	325	18	11	85	156	52	7	77	128	194	94	221	37	26	30	28	86	53	24	22	450	125	141	97	101	431	3	315	403	171	307	417	388	15	25	15	12	21	220	23	24	119	786	270	140
OTU76	340	110	57	9	20	137	321	57	305	31	251	93	120	558	86	58	147	39	237	1432	1543	159	22	33	7	1	8	1	3	2	0	2	1	8	3	9	13	5	6	28	8	11	5	29	14	7	26	18	20	3	0	28	0	5	9	10	1	37	22	560	138	47	98	62	57	11	222	55	167	361	62	244	1	0	11	22	0	72	1	0	113	335	210	27
OTU23	1044	22	678	34	69	178	392	27	174	120	162	920	1496	253	220	175	390	65	113	298	1084	24	0	14	2	6	9	0	8	1	67	2	7	2	0	47	0	25	2	1	2	3	5	0	4	5	3	2	14	1	0	1	0	6	2	0	1	4	15	1600	305	396	540	281	1151	104	455	143	506	97	59	76	8	0	0	15	0	169	5	0	313	282	295	264
OTU841	34	4	1	0	2	5	9	1	8	1	61	1	7	54	11	0	2	1	17	12	25	10	17	12	0	1	2	0	1	0	0	4	2	2	0	3	0	1	0	3	9	5	0	2	2	3	14	9	3	6	0	21	1	3	2	13	8	11	9	30	30	2	11	14	9	0	36	0	39	36	0	12	0	0	2	2	1	2	3	3	13	28	4	2
OTU4	2284	1401	408	90	991	2599	1601	609	2004	604	3790	827	1252	2244	2506	1963	964	596	1785	6643	9077	636	561	1028	405	145	198	62	405	55	25	203	106	553	493	182	418	125	516	223	429	1224	265	559	489	467	2711	1804	508	55	198	972	93	152	205	117	107	1704	1141	5056	693	377	638	542	733	75	1565	371	982	2153	364	779	32	27	47	773	44	475	38	57	589	870	807	313
OTU86	187	97	36	1	130	96	370	88	317	75	381	76	152	236	237	32	177	38	332	633	447	294	26	32	586	124	11	21	6	19	46	13	47	17	15	230	9	168	88	333	34	23	92	204	37	18	172	122	130	95	192	74	18	28	88	193	47	32	22	280	117	56	102	56	98	3	132	167	152	149	64	88	24	22	36	20	24	60	31	29	70	267	69	11
OTU8	2050	7076	388	183	2540	1745	884	4533	27035	1601	393	1637	8651	475	8471	2031	302	343	1728	26300	922	17909	9	12	236	6	5	2	4	5	8	0	5	7	2	13	1	8	154	12	6	18	9	22	25	1	77	83	27	16	91	8	0	3	30	10	6	6	4	1329	1869	139	551	979	935	65	705	198	221	138	131	277	9	2	0	6	21	84	2	1	153	454	393	143
OTU47	382	165	197	12	577	298	826	95	1381	186	755	222	333	221	444	117	1195	35	462	1532	1101	319	37	47	913	251	17	9	18	25	44	25	99	25	31	290	16	238	97	500	37	34	96	202	59	27	286	166	120	121	170	75	33	55	73	83	59	41	38	599	137	186	178	181	481	8	321	539	193	430	459	370	61	38	24	43	38	237	56	28	133	675	484	78
OTU9	606	157	2150	14	3638	318	1366	3948	7040	1858	463	2581	1950	270	423	1913	14213	1142	415	747	1223	136	115	296	3366	2392	40	150	56	348	13	178	824	55	119	3562	73	945	653	3215	161	69	2949	1122	2706	105	425	247	1702	197	787	76	31	1691	94	250	80	278	173	685	53	3275	806	1291	2584	29	292	4208	221	19	97	32	929	434	28	147	65	28	26	184	104	345	66	14
OTU441	27	6	13	0	9	5	55	2	11	0	37	5	23	22	6	2	30	2	10	88	129	9	1	1	5	4	1	1	0	4	0	1	1	1	0	16	0	9	1	22	1	0	1	5	3	0	2	2	9	6	1	5	3	1	4	7	4	1	2	30	20	2	28	4	35	0	34	11	18	46	8	35	1	3	1	0	0	37	0	1	10	42	13	6
OTU88	196	23	138	4	114	30	644	25	302	70	718	130	89	144	60	13	741	13	120	319	764	65	34	30	393	216	15	20	6	14	24	13	52	9	20	301	7	193	43	515	22	19	77	224	47	21	100	64	119	75	100	52	12	24	30	57	29	31	26	439	102	123	139	143	338	2	185	380	174	232	391	233	34	28	16	36	7	126	11	25	78	512	175	51
OTU1607	15	29	2	0	5	21	11	13	9	3	99	1	35	41	33	9	4	2	84	31	15	24	27	5	3	2	2	3	6	0	3	4	1	4	7	3	38	0	3	4	1	30	0	3	1	7	48	140	4	0	1	21	1	2	41	9	0	11	19	10	75	5	9	32	2	1	21	5	30	124	3	26	0	0	2	7	6	23	1	3	24	17	10	1
OTU368	68	43	19	1	90	59	8	116	77	75	21	153	84	112	52	145	8	59	46	19	13	20	23	65	169	31	21	17	26	26	4	8	38	14	15	50	22	27	111	90	29	46	30	111	152	27	181	129	53	7	23	48	6	34	32	10	11	102	43	52	14	148	38	142	79	2	38	96	74	20	11	3	17	3	4	56	14	21	7	1	32	17	16	6
OTU1057	78	202	8	2	23	77	56	76	182	16	73	33	156	134	130	68	17	243	426	399	113	225	22	29	45	5	12	2	6	7	0	12	7	29	4	22	14	10	43	18	53	57	16	27	30	12	172	306	29	28	29	40	6	22	66	60	22	58	18	54	35	4	17	30	26	1	36	16	43	73	21	58	3	2	2	17	14	19	5	10	14	66	65	4
OTU719	119	0	3	0	1	30	26	0	68	4	57	18	23	25	2	1	5	2	2	465	27	1	2	7	0	0	1	0	1	1	1	0	1	3	1	0	2	0	1	0	1	1	1	1	1	1	2	0	1	1	0	2	6	2	0	2	72	8	0	67	13	0	3	0	5	0	7	12	20	2	0	13	0	0	0	3	2	0	2	3	9	32	1	0
OTU817	6	14	0	0	5	4	1	14	2	0	4	0	12	10	6	3	0	37	9	13	6	1	4	21	6	2	3	0	6	4	0	9	1	13	12	1	10	2	16	7	15	63	0	3	9	5	25	37	9	4	4	15	38	2	8	7	59	39	33	1	7	1	0	3	0	0	3	0	8	3	0	0	0	1	0	8	2	1	3	19	1	5	5	0
OTU1362	10	4	0	1	0	4	2	0	0	0	15	5	1	14	1	20	4	0	0	8	26	3	2	3	0	0	1	0	1	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	1	1	1	0	1	0	2	0	0	0	0	0	2	1	56	4	22	3	1	6	0	9	2	20	11	16	12	0	0	0	0	1	6	0	0	12	9	4	4
OTU564	362	231	54	4	92	277	194	44	231	44	285	60	348	308	196	49	95	26	259	892	913	274	8	5	177	7	1	1	0	8	3	2	3	4	2	20	2	11	50	13	1	6	6	22	26	6	50	88	17	2	31	11	2	0	6	7	4	2	3	81	68	23	38	16	54	10	79	31	108	102	9	186	4	0	2	4	4	22	1	0	46	242	50	13
OTU73	715	281	36	22	51	523	845	36	229	147	590	36	1438	340	544	49	84	46	727	1944	3326	1856	9	20	75	10	11	8	12	17	84	3	12	8	7	112	7	13	14	66	10	10	13	26	6	5	58	101	30	62	12	21	11	6	22	49	39	18	8	1081	1257	77	157	82	334	21	871	93	470	754	44	578	22	10	16	15	48	80	53	104	160	572	300	103
OTU58	710	174	6	7	26	421	1730	33	52	17	1349	14	184	749	270	9	48	17	336	1441	2174	670	122	675	56	22	74	5	278	9	156	74	22	277	220	20	154	12	17	24	169	446	12	63	19	222	1526	1965	39	1033	25	316	132	15	94	82	520	221	495	538	128	10	127	14	22	8	436	28	1228	656	25	375	3	6	128	449	70	14	115	26	271	1574	33	3
OTU65	353	138	116	6	232	288	794	103	872	83	568	126	320	307	156	97	1221	41	393	1241	1087	317	20	44	876	118	9	21	9	8	37	20	57	12	32	150	9	116	152	323	22	19	91	150	59	27	112	164	124	78	207	33	16	24	44	62	40	35	32	445	157	101	140	142	286	6	273	334	182	311	270	377	19	25	17	22	19	130	23	18	94	730	219	51
OTU282	186	79	11	7	57	131	465	31	229	45	252	5	424	124	247	84	55	42	217	803	1257	253	11	22	19	12	15	2	19	12	108	2	4	7	4	23	10	3	2	21	28	8	2	4	2	5	23	39	14	80	2	21	30	3	7	37	64	14	15	486	467	17	71	35	8	4	336	9	261	490	26	256	5	2	20	19	11	3	92	255	72	114	81	34
OTU57	111	511	7	7	23	282	82	45	173	77	81	39	1738	214	655	23	8	15	544	1382	270	3752	2	1	30	0	0	2	3	0	1	2	0	1	0	8	0	2	12	1	3	10	1	1	1	0	64	85	1	2	20	2	1	2	19	5	1	2	2	85	281	0	12	57	1	8	96	9	15	38	1	85	0	2	0	1	14	1	1	1	11	44	31	5
OTU297	48	202	6	1	26	143	31	9	8	7	77	2	103	400	72	19	9	7	374	109	65	507	29	69	28	7	19	2	11	4	50	11	5	16	6	16	18	11	12	12	54	32	4	13	6	28	283	294	14	87	15	75	39	8	154	117	61	40	46	67	39	7	37	13	4	2	39	9	65	57	0	15	1	2	43	29	85	3	21	53	27	27	2	1
OTU267	35	221	2	5	10	83	56	10	30	2	77	1	107	113	71	2	0	6	318	247	85	426	7	18	11	1	2	2	10	2	1	1	0	18	2	1	7	4	4	7	18	6	0	3	0	6	18	56	3	6	5	32	1	1	16	27	5	20	12	45	40	1	15	0	1	0	34	5	30	134	1	65	2	2	4	9	8	0	3	3	13	29	2	2
OTU227	96	261	1	2	7	72	82	17	7	6	100	6	57	216	69	14	7	6	538	169	183	610	91	166	19	4	122	1	49	4	41	16	6	107	40	6	92	13	11	13	128	180	7	28	12	151	537	607	16	135	7	209	166	12	399	156	157	337	127	97	60	2	26	4	8	6	64	4	123	323	6	74	1	1	70	121	185	2	67	20	22	54	6	1
OTU621	15	0	0	0	0	0	8	3	1	2	15	0	3	28	0	0	0	0	5	32	28	5	6	24	0	0	5	0	4	0	5	2	2	6	4	0	3	0	0	1	10	1	0	0	1	6	2	6	1	11	2	10	2	0	2	8	16	17	19	31	15	0	4	0	0	0	14	0	24	38	0	13	0	0	5	10	1	1	3	2	15	13	0	1
OTU2386	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU689	5	0	0	0	0	2	7	1	1	0	23	0	8	55	1	0	0	1	3	4	29	5	18	63	4	2	16	0	14	1	28	3	0	3	4	3	11	5	3	0	33	0	3	3	2	22	11	10	11	66	0	26	42	2	5	36	35	32	43	47	9	2	13	2	2	0	17	3	92	43	0	6	1	1	13	16	3	0	23	8	21	8	0	0
OTU1348	4	3	0	0	0	8	1	0	0	0	5	0	10	9	3	0	0	0	3	9	7	13	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	8	2	0	0	0	0	0	1	3	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	2	0	1	0	1	0	3	1	0	0
OTU68	838	1731	153	45	337	958	1223	375	1003	195	553	273	1163	1985	591	464	475	294	2155	3196	2820	2517	126	182	481	72	78	23	41	51	122	51	44	144	50	114	44	132	200	196	110	240	101	196	143	54	698	1076	234	203	97	231	82	43	267	125	336	354	160	586	484	105	314	180	91	39	533	157	803	997	168	691	21	10	93	99	209	464	81	42	350	675	309	140
OTU1277	509	1370	148	26	430	674	621	402	1455	318	262	240	1091	838	883	404	385	476	2303	4192	1975	643	45	74	53	22	21	6	7	5	1	17	6	32	10	30	11	19	116	64	30	33	59	86	86	16	245	111	100	3	15	45	9	21	28	7	11	100	31	407	199	136	129	172	129	13	406	156	229	322	212	499	6	1	6	45	0	195	8	5	152	353	338	53
OTU358	35	2	0	0	0	20	153	1	2	2	83	1	2	26	4	0	2	0	5	25	239	14	9	72	3	1	11	0	29	0	4	4	2	10	23	1	12	2	5	2	16	9	0	2	0	18	21	37	3	163	1	23	14	1	1	3	50	12	44	50	8	1	10	0	0	0	19	0	78	25	0	24	0	2	5	31	0	0	10	4	28	65	1	0
OTU191	134	1	10	2	0	5	82	1	0	2	183	14	22	76	12	0	4	1	23	158	337	38	1	1	2	0	0	2	2	0	0	0	1	0	1	9	0	1	0	1	0	0	4	3	0	0	0	2	4	2	0	1	0	0	0	3	1	0	1	148	398	2	19	42	2	1	163	2	42	16	5	96	1	0	1	0	0	2	0	8	18	64	6	7
OTU981	17	4	1	0	0	18	7	0	0	0	10	6	11	4	17	5	6	1	3	17	13	0	0	0	4	1	0	0	1	0	0	0	0	2	0	0	0	1	1	0	1	5	0	1	7	0	6	13	5	0	0	1	0	0	1	0	0	3	3	14	5	5	1	2	1	0	4	2	3	3	0	0	0	0	0	0	0	3	0	0	6	4	0	2
OTU109	131	38	5	2	10	37	184	14	54	14	125	19	52	249	47	2	37	3	110	152	163	153	140	321	25	12	48	0	113	4	17	59	9	119	95	13	150	5	10	18	446	55	19	26	16	311	131	592	27	77	9	217	16	22	31	123	96	306	200	88	49	19	81	15	17	5	73	16	440	628	7	29	1	6	17	306	21	19	95	210	48	228	27	2
OTU407	10	196	2	2	0	44	8	26	3	6	3	9	232	8	76	2	0	1	55	489	7	1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	10	0	0	0	0	0	0	1	0	0	0	0	9	30	2	2	5	2	2	7	1	2	0	2	1	0	0	0	1	1	0	0	0	0	1	1	2
OTU254	128	50	55	0	84	78	132	33	672	58	152	115	151	121	81	55	292	26	94	422	426	82	21	22	614	59	9	9	2	9	11	8	22	13	14	258	6	110	143	264	18	9	49	142	56	8	70	75	100	38	236	28	14	22	35	36	30	24	11	161	49	81	42	51	184	3	87	120	49	96	107	132	18	24	9	8	12	166	8	8	52	128	123	22
OTU360	33	105	3	4	0	108	91	6	8	15	160	2	486	99	208	31	22	4	168	330	461	868	2	1	4	2	2	1	1	4	4	0	0	0	0	9	0	1	0	10	1	1	0	6	1	1	7	2	3	0	6	1	0	0	12	3	2	0	1	49	239	0	77	27	76	1	141	1	55	179	6	116	2	0	2	0	11	4	5	4	29	61	36	16
OTU3846	46	34	10	5	17	35	34	29	49	10	17	13	189	16	76	1	8	7	145	234	52	448	1	0	11	2	0	1	0	2	3	0	2	1	0	8	0	0	0	3	1	2	0	0	0	0	4	4	1	1	6	0	0	0	2	4	1	0	1	54	58	3	3	4	12	2	25	2	6	1	0	17	2	0	0	1	5	22	0	5	5	32	6	1
OTU25	354	384	12	12	18	540	98	88	444	40	108	25	2309	476	671	20	19	14	1400	1747	567	4509	3	1	7	0	0	1	3	1	14	3	1	8	0	6	1	1	2	2	2	11	0	3	1	0	18	27	2	5	11	10	3	0	10	19	5	2	2	40	405	3	21	2	3	10	107	0	75	343	0	109	1	0	1	0	31	6	2	6	21	131	32	10
OTU377	46	49	1	1	2	20	27	7	11	2	57	1	47	93	35	2	5	3	127	77	48	85	22	17	3	0	7	0	6	2	6	7	2	5	6	3	3	1	1	6	28	2	1	2	2	14	27	45	1	13	2	56	3	6	35	25	12	37	14	58	38	6	17	5	2	2	27	2	57	72	11	61	2	0	4	7	10	12	6	2	30	15	4	3
OTU131	297	612	83	15	134	608	320	239	303	113	156	220	412	878	268	422	65	70	242	620	199	1032	172	234	297	30	94	25	82	49	77	66	86	152	102	167	113	90	157	305	148	222	209	169	233	97	561	837	292	122	38	215	99	89	201	109	172	464	329	143	105	73	136	66	56	17	144	57	306	236	59	128	26	15	88	259	87	138	51	67	131	143	168	33
OTU2479	5	0	0	0	0	0	1	0	0	0	1	1	0	4	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	2	0	1	0	3	0	1	1	1	0	0	2	2	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU98	135	204	19	8	12	156	143	72	150	51	147	56	777	92	171	2	3	9	219	812	248	2022	2	3	23	2	2	3	3	0	11	1	0	1	2	11	0	4	1	9	2	9	1	6	0	1	16	22	4	3	7	5	1	1	26	9	8	2	2	121	224	1	47	15	20	8	144	3	66	54	14	58	3	4	7	2	51	5	15	9	20	66	6	22
OTU13	973	397	62	27	124	924	741	87	310	74	704	79	3273	482	1306	76	156	33	1485	3744	3682	4211	18	29	55	10	13	12	9	8	59	4	3	10	8	96	3	12	7	29	17	16	9	18	10	3	89	132	13	35	19	17	7	4	25	22	45	13	9	870	1460	17	188	159	123	17	864	91	274	616	104	656	15	6	24	20	53	70	41	89	111	453	214	91
OTU15	424	349	326	30	160	398	1257	1107	838	978	552	142	232	492	204	699	121	236	263	677	79	346	1167	1221	835	373	375	1924	702	1162	41	544	523	1933	512	522	1665	455	1420	4627	506	1177	657	1239	3760	884	1144	2133	601	320	280	1304	412	2852	378	686	923	1634	683	530	230	118	180	404	424	20	188	95	600	978	160	168	388	94	130	704	177	290	40	85	238	594	469	79
OTU715	34	14	0	0	1	18	46	1	1	0	89	0	25	76	48	0	1	1	37	99	32	68	7	6	0	1	3	1	3	0	23	0	1	0	1	1	1	3	1	0	7	3	0	3	0	4	6	13	0	21	0	15	8	1	22	37	18	11	11	35	38	1	9	2	1	1	56	1	28	28	0	19	0	0	9	1	5	0	9	14	13	38	1	0
OTU31	637	1235	121	10	426	567	477	932	1334	275	299	367	517	491	909	733	524	826	1617	1912	1495	680	54	53	316	76	32	32	14	27	8	26	33	47	29	154	14	72	301	107	56	50	149	239	117	32	291	747	184	109	229	99	20	76	130	54	37	115	81	559	122	255	174	283	176	9	238	192	233	515	217	333	22	15	8	39	52	497	11	8	138	207	532	139
OTU430	14	0	36	0	0	0	74	1	1	1	32	1	15	1	2	0	16	5	0	19	72	2	0	0	0	1	0	1	0	4	3	0	1	0	0	8	1	3	0	3	2	0	0	6	0	0	1	1	9	3	1	1	1	0	0	2	3	0	1	84	109	16	18	0	3	1	77	3	36	15	5	53	0	0	1	0	0	10	1	5	14	26	14	19
OTU1922	1	4	1	1	2	6	1	0	16	0	1	8	3	0	2	6	0	1	6	4	6	4	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	0	0	0	0	0	0	2	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	4	0
OTU749	13	2	12	0	4	3	36	0	31	3	26	4	6	17	0	4	21	3	6	19	65	7	1	4	25	5	1	0	2	1	3	1	0	3	2	35	0	13	2	36	4	2	5	14	6	0	9	6	26	5	5	13	4	0	1	11	7	4	3	38	19	18	14	3	23	1	25	25	22	24	3	19	3	2	0	0	1	17	5	4	13	16	11	9
OTU120	468	228	94	2	237	230	752	195	357	40	118	102	81	109	309	145	398	51	447	534	897	193	7	6	57	8	1	0	0	0	1	0	1	0	7	5	0	5	14	7	6	3	13	12	5	4	5	12	17	7	17	2	1	3	1	4	3	3	3	300	26	77	44	30	56	1	140	227	67	103	150	67	3	1	1	3	1	93	1	3	31	110	154	33
OTU219	185	107	6	1	14	109	35	7	17	7	120	24	109	240	144	24	4	4	192	205	125	71	7	28	9	3	5	0	11	1	2	4	2	18	10	4	9	1	5	5	23	46	1	18	13	14	77	104	8	1	3	29	2	0	11	13	16	67	54	220	85	16	74	28	12	1	85	11	143	105	11	62	1	0	0	34	3	14	2	0	94	63	10	2
OTU3518	2	0	0	0	0	0	0	0	0	0	11	0	0	5	0	0	0	0	1	1	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	1	0	2	0	0	4	0	0	0	1	0	0	0	0	0	4	0	0
OTU178	283	693	38	16	69	422	330	110	220	85	344	62	547	846	416	78	94	89	1381	1623	993	1431	84	232	80	7	82	11	58	28	99	33	18	65	58	31	64	76	21	63	81	89	26	86	29	91	694	873	69	187	29	162	147	24	665	222	315	229	232	495	184	51	137	56	26	22	207	25	316	574	31	291	5	3	95	80	279	38	127	52	180	226	67	33
OTU132	277	230	26	3	88	165	330	99	636	72	300	94	180	220	108	160	92	74	215	1166	527	104	7	15	25	3	4	2	6	2	0	2	3	7	12	3	5	3	16	7	8	17	9	8	26	8	38	47	8	1	1	33	1	4	1	5	0	41	10	289	86	80	102	69	60	3	47	19	186	266	108	161	3	2	2	14	1	46	1	1	40	41	84	18
OTU250	131	660	23	6	169	146	59	218	314	79	56	53	133	72	191	273	33	365	978	451	132	181	3	4	118	4	4	4	3	2	0	1	4	3	6	7	5	6	209	8	4	31	4	11	28	4	67	153	16	7	88	10	3	10	21	12	25	16	9	70	24	11	26	25	29	1	34	8	31	57	18	46	1	2	1	5	8	22	1	0	20	28	23	1
OTU508	30	1	0	0	0	6	13	0	0	1	41	2	36	95	8	0	0	1	12	34	13	51	5	4	0	0	2	0	1	0	3	0	1	0	0	5	1	0	0	1	2	1	0	0	0	1	3	0	1	1	0	3	0	0	0	7	2	2	8	91	67	1	8	3	6	0	25	2	5	39	0	23	0	1	0	1	0	0	3	7	11	8	0	11
OTU22	627	782	134	12	619	385	482	360	940	388	265	477	550	482	773	657	407	337	1010	904	1122	286	136	210	847	145	83	19	65	65	7	49	50	157	62	145	44	177	858	206	148	248	421	509	1271	78	836	1112	650	37	175	203	18	134	68	91	91	538	232	465	123	317	219	323	182	10	192	169	315	474	397	356	80	36	12	141	31	376	19	26	181	200	429	120
OTU115	371	872	109	28	216	526	479	601	766	226	494	177	432	620	561	691	267	293	1328	1692	1313	574	251	437	129	74	102	18	162	47	19	63	78	157	181	62	136	46	261	117	148	482	99	150	211	173	1240	1144	197	49	42	364	36	124	151	86	71	544	451	632	157	176	188	238	158	17	282	105	327	750	147	376	18	20	16	246	18	483	21	16	224	200	252	73
OTU63	69	97	8	5	7	27	102	43	39	26	113	12	33	729	19	16	28	40	472	133	207	433	139	507	42	38	205	6	104	13	152	34	23	220	94	22	184	27	25	67	186	149	15	48	34	174	556	409	63	227	22	395	375	37	197	282	419	626	259	94	93	33	58	28	24	12	64	12	305	840	23	86	8	4	277	209	75	29	246	31	53	64	25	8
OTU325	112	203	18	3	26	140	155	28	69	15	371	26	149	407	131	22	43	13	548	348	444	417	42	118	73	12	29	5	23	5	62	8	6	51	18	13	20	19	17	48	54	87	4	25	15	15	276	370	28	102	32	82	28	15	104	41	104	72	81	99	189	16	40	27	9	4	219	45	194	198	16	192	6	3	19	19	72	22	41	34	119	77	22	18
OTU1242	3	0	0	0	0	4	5	0	3	0	3	1	0	18	0	5	1	0	2	11	2	5	0	3	1	1	0	0	1	0	2	0	0	8	1	0	3	1	1	0	1	8	0	1	0	2	7	17	0	3	0	2	12	1	1	5	33	5	7	5	1	0	3	0	0	0	16	0	0	2	0	0	0	0	3	2	3	3	4	13	2	1	0	0
OTU544	92	10	5	1	17	24	14	4	12	3	14	9	67	28	39	7	9	7	8	29	40	3	17	7	5	2	0	1	10	1	0	6	2	19	4	0	6	0	8	12	2	56	1	5	1	1	12	100	3	1	1	10	3	7	1	8	1	2	17	37	9	5	9	6	2	0	22	9	34	24	3	10	2	0	2	4	1	11	0	3	17	23	5	0
OTU100	418	1126	69	11	258	699	291	671	1008	159	171	134	326	290	834	942	211	598	1307	1468	675	513	15	27	180	19	6	8	5	5	2	5	11	18	18	54	10	32	238	75	27	31	50	60	44	12	77	159	81	15	82	35	7	32	32	32	24	39	25	310	115	70	85	127	53	3	145	44	155	265	76	182	11	14	5	11	7	168	3	5	89	122	260	44
